,amount,duration,payments,status,avg_balance_3M_befroe_loan,avg_balance_1M_befroe_loan,trans_freq,min_balance_befroe_loan,avg_amount_trans_before_loan,avg_balance_before_loan,times_balance_below_500,times_balance_below_5K,frequency,order_amount_LEASING,order_amount_No_symbol,order_amount_POJISTNE,order_amount_SIPO,order_amount_UVER,type,age,sex,A1,A4,A5,A6,A7,A8,A9,A10,A11,A13,A14,A16,amount_POJISTNE,amount_SANKC. UROK,amount_SIPO,amount_SLUZBY,amount_UROK,amount_UVER,amount_k_symbol_missing,balance_POJISTNE,balance_SANKC. UROK,balance_SIPO,balance_SLUZBY,balance_UROK,balance_UVER,balance_k_symbol_missing,years_of_loan,years_of_account,years_card_issued,age_bin
176,107640,24,4485.0,0,54416.926666666666,46555.725,23,600.0,17488.552173913045,50214.50434782609,0.0,0.0,30,0.0,1861.0,0.0,3580.0,4485.0,0.0,40,0,2,88884,80,26,6,2,5,46.7,8507,1.85,132,2674,0.0,0.0,447.5,1.825,107.26249999999999,0.0,232.625,0.0,0.0,9500.55,3697.925,25555.0125,0.0,6067.925,4,4,0,35
177,21396,12,1783.0,0,29631.491666666665,30377.427272727273,78,1000.0,4644.4371794871795,30812.94615384615,0.0,0.0,30,0.0,0.0,0.0,0.0,1783.2,0.0,31,1,15,58796,22,16,7,1,5,51.9,9045,3.6,124,1879,0.0,0.0,0.0,6.083333333333333,74.67083333333333,0.0,0.0,0.0,0.0,0.0,12471.279166666667,17633.908333333333,0.0,0.0,4,5,0,25
178,33984,48,708.0,0,39410.854545454546,45514.47777777778,70,600.0,4598.144285714286,38587.76,0.0,0.0,30,0.0,0.0,0.0,0.0,708.0,0.0,27,1,64,197099,29,41,10,2,10,74.7,9624,2.31,145,4265,0.0,0.0,0.0,3.524137931034483,97.7896551724138,0.0,0.0,0.0,0.0,0.0,9425.448275862069,27283.08620689655,0.0,0.0,4,5,0,25
179,45336,24,1889.0,0,48786.239130434784,44741.25,90,800.0,7594.232222222223,48152.95333333333,0.0,0.0,30,0.0,0.0,0.0,5930.0,1889.0,0.0,42,1,19,51428,50,11,3,1,4,52.7,8402,3.98,120,1099,0.0,0.0,1872.6315789473683,4.226315789473684,70.24473684210527,0.0,0.0,0.0,0.0,18119.876315789472,11956.555263157894,15983.51052631579,0.0,0.0,4,5,0,35
180,85860,60,1431.0,0,37689.3380952381,37730.6875,96,1000.0,3377.4270833333335,30461.404166666664,0.0,0.0,30,0.0,0.0,0.0,4403.0,1431.0,1.0,44,0,2,88884,80,26,6,2,5,46.7,8507,1.85,132,2674,0.0,0.0,843.1276595744681,3.106382978723404,61.06382978723404,0.0,0.0,0.0,0.0,5007.11914893617,6997.625531914894,18547.44893617021,0.0,0.0,4,5,3,35
181,188688,48,3931.0,0,41964.14705882353,37654.47142857143,22,400.0,10873.772727272728,42203.17272727273,0.0,0.0,30,0.0,0.0,0.0,6803.0,3930.8,0.0,34,0,64,197099,29,41,10,2,10,74.7,9624,2.31,145,4265,0.0,0.0,971.8571428571429,2.085714285714286,140.4857142857143,0.0,0.0,0.0,0.0,8773.357142857143,3881.671428571429,34462.74285714285,0.0,0.0,4,4,0,25
182,309552,48,6449.0,0,56187.02380952381,60352.53333333334,35,700.0,17429.002857142856,56105.5,0.0,0.0,30,0.0,0.0,0.0,14291.0,6449.0,0.0,64,1,72,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,0.0,0.0,4083.1428571428573,3.1285714285714286,93.45,0.0,0.0,0.0,0.0,17226.0,9145.199999999999,23723.42142857143,0.0,0.0,4,4,0,50
183,36168,12,3014.0,0,40510.515384615384,30065.420000000002,36,300.0,6931.622222222222,39063.76666666666,0.0,0.0,30,0.0,4339.0,6953.0,1507.0,3013.5,0.0,38,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,1303.6875,0.0,188.375,1.825,64.3875,0.0,813.5625,6962.14375,0.0,3536.83125,4450.206249999999,15421.86875,0.0,8940.83125,4,4,0,35
184,314520,60,5242.0,0,77998.23157894737,58793.049999999996,130,500.0,15168.362307692309,63527.42,0.0,0.0,7,0.0,0.0,0.0,10472.0,5242.0,0.0,44,0,44,105606,77,26,7,2,7,53.0,8254,3.76,97,2325,0.0,0.0,3064.9756097560976,9.512195121951219,93.9780487804878,0.0,0.0,0.0,0.0,14430.036585365853,18468.060975609755,23198.168292682927,0.0,0.0,4,5,0,35
185,21852,36,607.0,0,43666.946153846155,41381.91428571429,18,700.0,9232.25,38509.05,0.0,0.0,30,0.0,265.5,26.0,8400.0,607.0,1.0,45,1,34,125236,28,11,1,4,5,87.7,9675,7.68,100,5190,3.7142857142857144,0.0,0.0,2.085714285714286,91.34285714285714,0.0,0.0,6128.4857142857145,0.0,0.0,6132.2,26086.528571428575,0.0,0.0,4,4,3,45
186,266220,60,4437.0,0,36353.552777777775,38079.07894736842,144,900.0,5581.28125,34922.881250000006,0.0,0.0,30,0.0,4095.0,3344.0,410.0,4437.0,0.0,34,0,20,70646,94,14,3,1,4,58.4,8547,3.64,120,1542,523.7590361445783,0.0,64.21686746987952,2.1108433734939758,46.79879518072289,0.0,641.3855421686746,7139.2,0.0,6624.380722891566,3948.5686746987953,11567.084337349397,0.0,5187.332530120482,4,5,0,25
187,231696,36,6436.0,0,40539.43928571429,39896.17333333333,126,800.0,10683.372222222222,45873.61666666667,0.0,0.0,7,0.0,331.0,7082.0,2762.0,6436.0,0.0,26,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,1393.1803278688524,0.0,498.0655737704918,5.409836065573771,45.572131147540986,0.0,65.11475409836065,11830.116393442622,0.0,4683.2163934426235,5794.396721311476,9176.068852459015,0.0,11304.181967213115,4,5,0,25
188,260028,36,7223.0,0,50138.49714285714,47182.95,161,200.0,12514.357142857143,50676.8198757764,0.0,0.0,30,0.0,9317.0,0.0,4782.0,7223.2,1.0,23,1,11,75637,35,36,9,0,7,36.5,9622,0.59,154,3529,0.0,0.0,1179.123287671233,3.4,68.03150684931506,0.0,2169.7123287671234,0.0,0.0,15321.730136986302,10845.293150684933,14854.434246575342,0.0,6646.813698630137,4,6,2,20
189,419880,60,6998.0,0,63637.333333333336,52615.67142857143,18,200.0,24426.472222222223,59352.833333333336,0.0,0.0,7,0.0,0.0,0.0,10886.0,6998.0,0.0,54,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,2177.2,0.0,151.3,0.0,0.0,0.0,0.0,4880.88,0.0,46918.12,0.0,0.0,4,4,0,50
190,37908,12,3159.0,0,43273.88965517242,44485.625,76,800.0,7485.496052631578,42164.027631578945,0.0,0.0,30,0.0,0.0,0.0,0.0,3159.0,0.0,23,0,62,145688,22,41,13,2,5,40.7,8544,1.86,109,2906,0.0,0.0,0.0,6.083333333333333,93.40416666666665,0.0,0.0,0.0,0.0,0.0,16307.029166666667,21612.93333333333,0.0,0.0,4,5,0,20
191,73836,36,2051.0,0,57075.32857142857,59272.43333333333,19,900.0,16708.05789473684,55315.16842105263,0.0,0.0,30,0.0,4015.0,0.0,1277.0,2051.0,1.0,32,0,39,119895,17,4,3,2,4,89.9,10446,9.4,90,4743,0.0,0.0,0.0,0.0,222.42,0.0,0.0,0.0,0.0,0.0,0.0,52467.479999999996,0.0,0.0,4,4,1,25
192,41952,12,3496.0,0,42441.9125,38572.4875,105,500.0,5890.40761904762,41502.025714285715,0.0,0.0,30,0.0,198.0,49.0,3861.0,3495.8,0.0,27,1,43,161854,73,21,6,1,6,76.3,9425,2.5,125,3891,9.074074074074074,0.0,715.0,2.7037037037037037,45.53333333333334,0.0,36.666666666666664,8865.081481481482,0.0,8088.970370370371,6051.2444444444445,9760.3,0.0,9570.451851851853,4,5,0,25
193,99336,24,4139.0,0,27671.626666666667,29318.170000000002,52,300.0,4348.373076923077,27019.571153846155,0.0,0.0,30,0.0,0.0,0.0,4723.0,4139.0,0.0,19,0,68,228848,15,40,18,2,6,57.2,9893,4.72,96,5887,0.0,0.0,1288.090909090909,3.9818181818181815,50.35454545454545,0.0,0.0,0.0,0.0,7593.159090909091,6745.527272727273,12074.122727272728,0.0,0.0,4,5,0,20
194,60156,36,1671.0,1,78059.0435897436,70023.16,56,400.0,15972.280357142856,72667.63571428572,0.0,0.0,30,0.0,1624.0,0.0,3881.0,1671.0,0.0,23,1,16,93931,74,21,10,1,8,56.9,8427,1.54,107,1913,0.0,0.0,817.0526315789474,3.0736842105263156,76.5421052631579,0.0,341.89473684210526,0.0,0.0,16308.889473684212,14158.28947368421,22603.65263157895,0.0,16546.468421052632,4,4,0,20
195,182040,60,3034.0,0,70949.24,62375.280000000006,59,600.0,17539.79661016949,67475.90169491526,0.0,0.0,30,0.0,0.0,0.0,0.0,3034.0,1.0,48,0,19,51428,50,11,3,1,4,52.7,8402,3.98,120,1099,0.0,0.0,0.0,5.677777777777778,150.2111111111111,0.0,0.0,0.0,0.0,0.0,22782.13888888889,35185.37222222222,0.0,0.0,4,5,2,45
196,244368,48,5091.0,0,85785.94210526315,76666.12142857142,144,200.0,17859.127083333333,75924.24097222222,0.0,0.0,1,0.0,0.0,0.0,0.0,5091.3,0.0,29,1,65,114200,101,41,4,1,4,43.7,8403,5.72,105,2718,0.0,0.0,0.0,50.0,147.21,0.0,0.0,0.0,0.0,0.0,34644.64,34490.10666666667,0.0,0.0,4,5,0,25
197,113796,36,3161.0,0,35490.03076923077,37013.818181818184,72,500.0,6453.251388888889,36840.57361111111,0.0,0.0,1,0.0,1320.0,0.0,4967.0,3160.7,0.0,28,1,54,387570,0,0,0,1,1,100.0,9897,1.96,140,18696,0.0,0.0,1168.7058823529412,20.58823529411765,47.41470588235294,0.0,310.5882352941176,0.0,0.0,9292.444117647057,5659.608823529412,10716.391176470588,0.0,10931.738235294117,4,5,0,25
198,73056,48,1522.0,0,21800.567741935483,21044.0,51,500.0,2445.3274509803923,23255.149019607845,0.0,0.0,30,0.0,1641.0,0.0,2153.0,1522.0,0.0,29,1,39,119895,17,4,3,2,4,89.9,10446,9.4,90,4743,0.0,0.0,448.5416666666667,3.0416666666666665,35.94583333333333,0.0,341.875,0.0,0.0,3971.004166666667,5563.087500000001,9199.816666666668,0.0,4769.545833333334,4,4,0,25
199,137904,24,5746.0,1,32186.477777777778,36600.36666666666,12,600.0,6363.316666666667,26886.191666666666,0.0,0.0,30,0.0,0.0,0.0,0.0,5746.0,0.0,31,1,11,75637,35,36,9,0,7,36.5,9622,0.59,154,3529,0.0,0.0,0.0,0.0,82.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,26556.7,0.0,0.0,4,4,0,25
200,31176,24,1299.0,0,52328.174999999996,47495.375,23,700.0,9027.317391304347,46304.15217391304,0.0,0.0,30,0.0,7143.0,0.0,1413.0,1299.0,0.0,31,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,176.625,1.825,119.9625,0.0,892.875,0.0,0.0,4972.2625,7261.3875,31802.175,0.0,4079.3875,4,4,0,25
201,217152,36,6032.0,0,51524.2090909091,55971.34545454546,57,400.0,12666.78245614035,49107.066666666666,0.0,0.0,30,0.0,0.0,0.0,8436.0,6031.8,1.0,25,1,72,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,0.0,0.0,2300.7272727272725,3.9818181818181815,79.0,0.0,0.0,0.0,0.0,16787.522727272728,9599.613636363636,18061.627272727274,0.0,0.0,4,4,4,25
202,194880,48,4060.0,0,38244.06206896552,38239.91428571429,113,300.0,8187.9451327433635,36421.425663716815,0.0,0.0,30,0.0,0.0,0.0,4585.0,4059.5,0.0,20,1,74,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,0.0,0.0,1395.4347826086957,4.443478260869566,62.160869565217396,0.0,0.0,0.0,0.0,14418.710869565217,8341.171739130436,12363.44347826087,0.0,0.0,4,5,1,20
203,27984,12,2332.0,0,31730.635,31563.566666666666,76,500.0,7289.584210526316,30639.86315789474,0.0,0.0,7,0.0,0.0,0.0,8217.0,2332.0,0.0,50,1,52,139012,59,41,8,3,10,61.9,8363,3.49,108,2799,0.0,0.0,2347.714285714286,7.714285714285714,80.46857142857144,0.0,0.0,0.0,0.0,6915.362857142857,7196.408571428571,15079.85142857143,0.0,0.0,4,5,0,45
204,92976,24,3874.0,0,70160.18965517242,37780.7875,109,300.0,12039.466972477063,50436.46605504587,0.0,2.0,7,0.0,0.0,0.0,13386.0,3873.7,1.0,29,0,31,51313,34,12,3,1,4,59.2,8930,4.2,108,1452,0.0,0.0,3874.8947368421054,8.68421052631579,81.28684210526316,0.0,0.0,0.0,0.0,12559.334210526316,14585.071052631578,19944.128947368423,0.0,0.0,4,5,2,25
205,104712,24,4363.0,0,70739.13103448277,43372.81,108,300.0,12019.660185185186,52379.128703703704,0.0,3.0,7,0.0,0.0,0.0,13386.0,4362.7,0.0,29,0,31,51313,34,12,3,1,4,59.2,8930,4.2,108,1452,0.0,0.0,3874.8947368421054,8.68421052631579,81.35000000000001,0.0,0.0,0.0,0.0,12426.697368421053,14452.434210526315,20793.071052631578,0.0,0.0,4,5,0,25
206,191880,60,3198.0,0,58405.08918918918,65413.833333333336,87,400.0,12113.755172413792,53685.786206896555,0.0,0.0,30,0.0,5856.0,0.0,4268.0,3197.8,0.0,50,1,21,103347,87,16,7,1,7,67.0,9104,2.07,123,2354,0.0,0.0,1034.6666666666667,3.539393939393939,52.17878787878788,0.0,1419.6363636363637,0.0,0.0,10003.50909090909,13859.387878787878,15956.042424242425,0.0,10262.296969696969,4,4,0,45
207,232560,48,4845.0,0,70566.32777777777,52742.5875,27,600.0,13066.725925925924,63188.63333333333,0.0,0.0,1,0.0,0.0,0.0,0.0,4845.0,0.0,29,0,74,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,0.0,0.0,0.0,37.5,167.7,0.0,0.0,0.0,0.0,0.0,31621.324999999997,42111.575,0.0,0.0,4,4,0,25
208,204000,60,3400.0,0,33293.63076923077,34260.092307692306,65,400.0,7701.987692307693,37809.39846153846,0.0,0.0,30,0.0,0.0,0.0,7085.0,3400.5,0.0,55,1,45,77917,85,19,6,1,5,53.5,8390,2.89,132,2122,0.0,0.0,2180.0,3.930769230769231,60.5,0.0,0.0,0.0,0.0,14215.288461538461,8812.76923076923,14021.657692307692,0.0,0.0,4,5,0,50
209,125340,60,2089.0,0,52879.502631578944,43512.15,127,500.0,9686.672440944882,51145.515748031496,0.0,0.0,7,0.0,0.0,0.0,3713.0,2088.8,0.0,55,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,893.8703703703703,7.222222222222222,93.35925925925925,0.0,0.0,0.0,0.0,10008.648148148148,12390.814814814816,27522.874074074072,0.0,0.0,4,5,0,50
210,309600,48,6450.0,0,57309.380952380954,62373.142857142855,56,400.0,16045.607142857143,58185.58928571428,0.0,0.0,7,0.0,0.0,0.0,0.0,6450.2,0.0,24,1,72,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,0.0,0.0,0.0,11.25,138.0,0.0,0.0,0.0,0.0,0.0,18811.18125,31558.325,0.0,0.0,4,4,0,20
211,189696,24,7904.0,0,50961.44516129032,58039.88333333333,89,700.0,11582.991011235954,54137.10561797753,0.0,0.0,7,0.0,268.0,2197.0,1475.0,7903.8,0.0,54,1,19,51428,50,11,3,1,4,52.7,8402,3.98,120,1099,439.4,0.0,295.0,6.0,47.805,0.0,46.9,7521.68,0.0,7918.18,12680.435000000001,14817.5575,0.0,7840.3825000000015,3,4,0,50
212,135360,48,2820.0,0,79706.10714285714,75404.11,77,200.0,14958.594805194805,64881.31428571429,0.0,0.0,30,0.0,0.0,0.0,0.0,2819.8,0.0,24,1,50,102609,75,33,2,3,6,52.0,8187,5.45,94,2134,0.0,0.0,0.0,6.57,133.02,0.0,0.0,0.0,0.0,0.0,28037.715000000004,34423.490000000005,0.0,0.0,3,4,4,20
213,98832,48,2059.0,0,32347.047368421056,30712.17222222222,177,500.0,4382.094350282486,31814.268361581922,0.0,0.0,30,0.0,1253.0,325.0,3938.0,2059.0,0.0,29,0,42,95907,87,25,5,2,7,59.1,8388,2.94,87,1668,63.65979381443299,0.0,730.7628865979382,2.8597938144329893,33.74536082474227,0.0,232.51546391752578,7725.029896907216,0.0,4088.1082474226805,6735.6113402061865,8283.311340206184,0.0,5144.644329896907,3,5,0,25
214,20352,48,424.0,0,30707.647619047617,29115.725,48,400.0,3609.741666666667,31814.41458333333,0.0,0.0,30,0.0,0.0,0.0,4208.0,424.0,0.0,51,0,58,109164,98,16,6,1,4,63.6,8757,3.95,96,2471,0.0,0.0,1107.3684210526317,3.8421052631578947,63.926315789473676,0.0,0.0,0.0,0.0,7450.042105263157,9151.094736842104,15610.31052631579,0.0,0.0,3,4,0,50
215,165120,60,2752.0,0,21837.911538461536,22092.244444444445,116,1100.0,3217.2706896551726,24377.37155172414,0.0,0.0,30,0.0,0.0,0.0,4982.0,2752.0,0.0,49,0,51,121947,37,28,7,3,11,70.5,8541,2.97,131,3839,0.0,0.0,1525.1020408163265,4.469387755102041,37.53877551020408,0.0,0.0,0.0,0.0,7400.416326530612,6965.667346938776,9138.279591836736,0.0,0.0,3,5,0,45
216,89880,24,3745.0,0,72420.6,72633.86666666667,29,800.0,13517.224137931034,62571.28275862069,0.0,0.0,7,0.0,0.0,0.0,0.0,3744.7,1.0,36,1,70,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,0.0,0.0,0.0,8.571428571428571,157.35714285714286,0.0,0.0,0.0,0.0,0.0,23714.67142857143,43585.299999999996,0.0,0.0,3,4,3,35
217,128988,36,3583.0,1,23740.843999999997,19035.654545454545,82,-36.1,7562.665853658536,34740.70243902439,0.0,5.0,7,0.0,0.0,0.0,0.0,3583.0,0.0,60,1,20,70646,94,14,3,1,4,58.4,8547,3.64,120,1542,0.0,0.003448275862068966,0.0,10.344827586206897,89.77586206896552,0.0,0.0,0.0,1273.2275862068966,0.0,12586.386206896552,20772.19655172414,0.0,0.0,3,5,0,50
218,63252,12,5271.0,0,37981.43714285715,35132.055,164,13097.7,9457.76036585366,49291.82256097561,0.0,0.0,30,0.0,4458.0,0.0,643.0,5270.7,0.0,50,0,7,94725,38,28,1,3,6,63.4,9920,2.87,130,4846,0.0,0.0,152.28947368421052,3.4578947368421056,64.35394736842105,0.0,1055.842105263158,0.0,0.0,15425.919736842105,9733.130263157895,13534.972368421053,0.0,14158.735526315788,3,5,0,45
219,61656,24,2569.0,1,55290.5625,49481.799999999996,12,400.0,16007.958333333334,44763.458333333336,0.0,0.0,7,0.0,1150.5,132.0,4206.0,2568.8,0.0,46,0,13,53921,61,22,1,1,2,41.3,8598,3.26,123,1875,0.0,0.0,0.0,0.0,158.5,0.0,0.0,0.0,0.0,0.0,0.0,48974.6,0.0,0.0,3,4,0,45
220,72408,24,3017.0,1,40138.12857142858,45627.1,13,700.0,13997.223076923077,45099.26153846154,0.0,0.0,1,0.0,143.0,7396.0,7320.0,3016.7,0.0,41,0,31,51313,34,12,3,1,4,59.2,8930,4.2,108,1452,0.0,0.0,0.0,0.0,184.975,0.0,0.0,0.0,0.0,0.0,0.0,48845.05,0.0,0.0,3,4,0,35
221,113544,36,3154.0,0,27106.06071428571,25264.32727272727,71,700.0,6453.483098591549,33990.41971830986,0.0,0.0,30,0.0,4408.0,0.0,1326.0,3154.0,0.0,57,1,65,114200,101,41,4,1,4,43.7,8403,5.72,105,2718,0.0,0.0,290.0625,3.19375,47.003125,0.0,964.25,0.0,0.0,6427.1625,7054.725,11549.346875,0.0,5372.2875,3,4,0,50
222,56100,60,935.0,0,14806.395454545454,15148.9625,68,1000.0,3856.6014705882358,20158.001470588235,0.0,0.0,30,0.0,0.0,0.0,6216.0,935.0,0.0,41,1,54,387570,0,0,0,1,1,100.0,9897,1.96,140,18696,0.0,0.0,1929.103448275862,4.027586206896552,34.210344827586205,0.0,0.0,0.0,0.0,5760.0,4668.410344827586,8055.6551724137935,0.0,0.0,3,4,0,35
223,290700,60,4845.0,1,20898.927272727273,10071.9375,100,-2825.2,14274.571000000002,59647.424000000006,7.0,8.0,30,0.0,0.0,0.0,0.0,4845.0,0.0,40,0,52,139012,59,41,8,3,10,61.9,8363,3.49,108,2799,0.0,0.3807692307692308,0.0,6.738461538461538,114.61538461538461,0.0,0.0,0.0,-108.66153846153846,0.0,26661.003846153846,26679.476923076923,0.0,0.0,3,4,0,35
224,123216,48,2567.0,0,71284.67272727273,76932.97894736842,128,700.0,12136.38203125,70622.83359375,0.0,0.0,30,0.0,1584.0,0.0,1468.0,2567.3,0.0,22,0,38,85852,41,23,4,2,4,59.8,8965,8.23,104,2822,0.0,0.0,322.96,2.92,82.978,0.0,348.48,0.0,0.0,15738.662,16353.198,22779.922000000002,0.0,13949.802,3,5,3,20
225,380160,60,6336.0,0,54227.362499999996,42942.88888888889,109,1100.0,15887.993577981651,64777.0752293578,0.0,0.0,30,0.0,0.0,0.0,0.0,6336.0,1.0,50,1,74,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,0.0,0.0,0.0,6.778571428571428,138.94642857142858,0.0,0.0,0.0,0.0,0.0,25037.214285714286,29366.0,0.0,0.0,3,5,2,45
226,213300,36,5925.0,0,26545.455172413793,26844.77,59,400.0,3730.201694915254,27951.91355932203,0.0,0.0,30,0.0,0.0,0.0,4794.0,5925.0,0.0,35,1,47,162580,83,26,5,1,6,72.8,9538,1.81,111,5410,0.0,0.0,1141.4285714285713,4.171428571428571,57.34761904761905,0.0,0.0,0.0,0.0,5586.823809523809,8029.523809523809,13547.5,0.0,0.0,3,4,0,35
227,247728,48,5161.0,0,62928.67999999999,58769.979999999996,50,200.0,12112.076000000001,60054.734000000004,0.0,0.0,7,0.0,2539.0,0.0,4104.0,5161.2,0.0,20,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,586.2857142857143,4.285714285714286,121.65714285714287,0.0,362.7142857142857,0.0,0.0,7849.771428571427,10274.152380952382,38698.18095238096,0.0,6294.200000000001,3,4,3,20
228,202788,36,5633.0,0,51886.356,60502.8375,79,1100.0,16141.211392405063,57124.26835443038,0.0,0.0,7,0.0,0.0,0.0,11994.0,5633.0,0.0,46,0,31,51313,34,12,3,1,4,59.2,8930,4.2,108,1452,0.0,0.0,3722.2758620689656,8.275862068965518,86.36896551724138,0.0,0.0,0.0,0.0,21122.5,11400.706896551725,18907.624137931034,0.0,0.0,3,4,0,45
229,154656,48,3222.0,0,29534.38846153846,32326.641666666666,89,1000.0,6653.895505617977,31791.328089887644,0.0,0.0,30,0.0,0.0,0.0,3867.0,3221.5,0.0,43,1,71,161227,5,35,11,4,10,69.7,8678,5.57,102,4595,0.0,0.0,1137.3529411764705,4.294117647058823,53.63823529411765,0.0,0.0,0.0,0.0,6409.488235294118,8540.95882352941,12582.438235294117,0.0,0.0,3,5,0,35
230,100224,48,2088.0,1,30944.32,35876.259999999995,18,700.0,4932.616666666667,28124.933333333334,0.0,0.0,30,0.0,0.0,0.0,0.0,2088.0,0.0,42,0,70,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,0.0,0.0,0.0,0.0,67.9,0.0,0.0,0.0,0.0,0.0,0.0,27815.733333333334,0.0,0.0,3,4,0,35
231,44628,12,3719.0,0,55745.25714285715,55555.464705882354,146,900.0,14238.080821917809,49477.32123287671,0.0,0.0,7,0.0,0.0,0.0,11878.0,3719.0,0.0,56,1,13,53921,61,22,1,1,2,41.3,8598,3.26,123,1875,0.0,0.0,3654.769230769231,9.23076923076923,71.63076923076923,0.0,0.0,0.0,0.0,15053.848076923077,12326.201923076924,16015.755769230771,0.0,0.0,3,5,0,50
232,215616,48,4492.0,1,11524.415384615384,1826.1333333333334,61,-3424.6,5273.670491803279,21447.624590163938,7.0,7.0,30,0.0,0.0,0.0,0.0,4492.0,0.0,42,1,69,42821,4,13,5,1,3,48.4,8173,7.01,124,1358,0.0,0.4533333333333333,1740.0,2.433333333333333,55.24333333333333,0.0,0.0,0.0,-225.06666666666666,1917.5633333333333,2442.19,12591.876666666667,0.0,0.0,3,4,0,35
233,200976,48,4187.0,0,46282.94285714286,41269.47142857143,35,600.0,11032.888571428572,47938.065714285716,0.0,0.0,30,0.0,0.0,0.0,9554.0,4187.3,0.0,44,1,65,114200,101,41,4,1,4,43.7,8403,5.72,105,2718,0.0,0.0,2204.769230769231,3.369230769230769,118.25384615384615,0.0,0.0,0.0,0.0,6427.053846153846,13039.515384615386,30517.46153846154,0.0,0.0,3,4,0,35
234,277884,36,7719.0,1,43689.468181818185,34028.69090909091,117,1000.0,10720.307692307691,46487.002564102564,0.0,7.0,30,0.0,0.0,0.0,0.0,7718.7,0.0,19,0,44,105606,77,26,7,2,7,53.0,8254,3.76,97,2325,0.0,0.0,1700.0,4.5625,71.4375,0.0,0.0,0.0,0.0,12506.879166666666,10801.731249999999,16324.2125,0.0,0.0,3,5,0,20
235,249312,48,5194.0,0,31712.031578947368,46650.840000000004,60,900.0,9995.911666666665,35914.854999999996,0.0,2.0,7,0.0,0.0,0.0,14164.0,5194.0,0.0,44,1,26,170449,0,0,0,1,1,100.0,10787,3.09,131,6261,0.0,0.0,3399.36,7.2,84.988,0.0,0.0,0.0,0.0,7150.6,5955.116,19507.167999999998,0.0,0.0,3,4,0,35
236,320976,48,6687.0,1,44003.352173913045,54743.05833333333,50,1000.0,15093.958,49482.968,0.0,0.0,30,0.0,0.0,0.0,0.0,6687.0,1.0,63,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,0.0,2.576470588235294,147.71176470588236,0.0,0.0,0.0,0.0,0.0,4657.7764705882355,32807.68235294118,0.0,0.0,3,4,1,50
237,30276,12,2523.0,1,28364.89375,30449.380952380954,92,1000.0,5028.045652173913,31318.872826086954,0.0,0.0,30,0.0,0.0,0.0,0.0,2523.2,0.0,60,0,21,103347,87,16,7,1,7,67.0,9104,2.07,123,2354,0.0,0.0,2292.3076923076924,2.246153846153846,84.8153846153846,0.0,0.0,0.0,0.0,2825.9307692307693,4464.892307692307,22985.542307692307,0.0,0.0,3,4,0,50
238,49440,60,824.0,0,46211.17692307692,48963.730434782614,110,300.0,5547.669999999999,47798.865454545456,0.0,0.0,30,0.0,34.0,4.0,5581.0,824.0,0.0,33,0,70,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,0.7142857142857143,0.0,1096.267857142857,2.607142857142857,42.86964285714286,0.0,6.678571428571429,7445.126785714286,0.0,11298.86607142857,7650.126785714286,10065.291071428572,0.0,12409.419642857143,3,4,0,25
239,30276,12,2523.0,1,19380.649999999998,22631.911111111112,80,715.0,5856.3,25197.0925,0.0,10.0,30,0.0,0.0,0.0,0.0,2523.2,0.0,60,0,21,103347,87,16,7,1,7,67.0,9104,2.07,123,2354,0.0,0.0,3185.0,2.92,70.85499999999999,0.0,0.0,0.0,0.0,2336.9175000000005,3778.9800000000005,15860.865,0.0,0.0,3,4,0,50
240,165960,24,6915.0,0,42947.145161290326,42474.60666666667,125,700.0,12822.3536,52523.2448,0.0,0.0,30,0.0,445.0,0.0,6393.0,6915.0,0.0,55,0,16,93931,74,21,10,1,8,56.9,8427,1.54,107,1913,0.0,0.0,1491.7,3.4066666666666667,58.11333333333334,0.0,103.83333333333333,0.0,0.0,14577.678333333333,8829.421666666667,12548.071666666667,0.0,13297.178333333333,3,5,0,50
241,123600,60,2060.0,0,25702.847058823532,35852.51111111111,49,300.0,9121.30612244898,39514.67755102041,0.0,0.0,30,0.0,0.0,0.0,0.0,2060.0,0.0,32,1,70,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,0.0,0.0,0.0,6.011764705882353,79.34117647058824,0.0,0.0,0.0,0.0,0.0,12517.164705882353,21682.65882352941,0.0,0.0,3,4,0,25
